City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
Moss Beach,Female,No,70,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),111.95,7795.95,No
Mountain View,Female,No,72,No,DSL,Yes,Yes,Two year,Credit card (automatic),53.8,3952.45,No
Mountain View,Male,No,35,Yes,DSL,Yes,Yes,One year,Mailed check,72.1,2495.15,No
Pacifica,Female,No,12,Yes,DSL,Yes,Yes,One year,Electronic check,78.85,876.75,No
Pescadero,Female,No,62,Yes,DSL,Yes,No,One year,Bank transfer (automatic),70.75,4263.45,No
Redwood City,Female,No,25,Yes,DSL,Yes,Yes,Month-to-month,Credit card (automatic),76.15,1992.95,No
Redwood City,Female,No,52,No,DSL,No,No,Two year,Mailed check,39.1,1982.1,No
Redwood City,Male,Yes,8,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),69.95,562.7,No
Redwood City,Male,No,2,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,33.7,No
San Bruno,Female,No,56,Yes,No,No internet service,No internet service,Two year,Mailed check,20.05,1090.1,No
San Carlos,Female,No,12,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.45,227.45,No
San Gregorio,Female,No,47,Yes,No,No internet service,No internet service,One year,Electronic check,26.9,1250.85,No
South San Francisco,Male,Yes,2,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.2,37.2,No
Sunnyvale,Female,No,18,Yes,DSL,No,No,Month-to-month,Mailed check,50,892.7,No
Sunnyvale,Female,No,8,Yes,DSL,Yes,No,Month-to-month,Electronic check,60,487.75,No
Sunnyvale,Male,No,45,Yes,Fiber optic,No,No,Month-to-month,Mailed check,84.55,3713.95,No
San Francisco,Male,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,45.45,141.7,No
San Francisco,Female,No,38,Yes,No,No internet service,No internet service,One year,Mailed check,20.05,678.2,No
San Francisco,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,115.55,8425.3,No
San Francisco,Female,No,71,Yes,Fiber optic,Yes,No,Two year,Credit card (automatic),99,7061.65,No
San Francisco,Male,No,66,No,DSL,Yes,Yes,Two year,Bank transfer (automatic),50.55,3364.55,No
San Francisco,Female,No,13,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25,332.5,No
San Francisco,Female,No,65,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),91.55,5963.95,No
San Francisco,Male,No,15,Yes,No,No internet service,No internet service,Two year,Mailed check,19.35,278.85,No
San Francisco,Female,No,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),24.85,1871.85,No
San Francisco,Female,No,42,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,100.4,4303.65,No
San Francisco,Female,No,71,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25,1753,No
San Francisco,Female,No,35,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.25,617.65,No
San Francisco,Female,No,53,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),108.25,5935.1,No
San Francisco,Male,No,48,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.15,982.95,No
San Francisco,Female,Yes,30,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,101.3,2974.5,No
San Francisco,Male,No,10,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20,198.7,No
San Francisco,Female,No,12,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.3,1275.65,No
Palo Alto,Female,Yes,57,Yes,DSL,Yes,No,Two year,Bank transfer (automatic),69.85,4003,No
Palo Alto,Female,No,58,Yes,DSL,Yes,No,Month-to-month,Credit card (automatic),65.25,3791.6,No
Palo Alto,Female,No,37,Yes,No,No internet service,No internet service,Two year,Mailed check,19.8,813.3,No
Stanford,Female,No,44,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.6,780.25,No
Palo Alto,Male,No,27,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.05,552.9,No
San Mateo,Female,No,8,Yes,DSL,No,No,Month-to-month,Electronic check,49.4,408.25,No
San Mateo,Female,Yes,25,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),88.4,2191.15,No
San Mateo,Female,No,57,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.6,5611.7,No
Alameda,Female,No,12,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.45,246.25,No
Alameda,Female,No,62,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.3,1296.15,No
Danville,Female,No,65,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),107.65,7082.85,No
Alamo,Female,No,71,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),80.45,5662.25,No
Angwin,Female,No,21,Yes,DSL,Yes,No,One year,Credit card (automatic),58.85,1215.45,No
Antioch,Male,No,71,Yes,Fiber optic,Yes,Yes,One year,Electronic check,109.6,7854.15,No
Benicia,Female,No,7,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.15,525,No
Bethel Island,Female,No,72,Yes,DSL,No,Yes,Two year,Credit card (automatic),73,5265.2,No
Birds Landing,Female,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.1,70.1,No
Brentwood,Female,No,72,Yes,Fiber optic,No,Yes,Two year,Bank transfer (automatic),98.65,7129.45,No
Byron,Female,No,64,Yes,Fiber optic,Yes,Yes,One year,Electronic check,111.45,7266.95,No
Calistoga,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,114.9,8496.7,No
Clayton,Female,No,29,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),100.55,2878.75,No
Concord,Female,No,13,Yes,No,No internet service,No internet service,Two year,Mailed check,20.4,261.3,No
Concord,Female,No,31,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.35,3205.6,No
El Cerrito,Female,No,14,Yes,DSL,Yes,Yes,Month-to-month,Credit card (automatic),80.45,1137.05,No
Fremont,Female,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),91.35,6697.2,No
Hayward,Male,No,25,Yes,No,No internet service,No internet service,One year,Electronic check,19.9,505.45,No
Hayward,Male,No,18,Yes,DSL,Yes,No,Month-to-month,Electronic check,68.35,1299.8,No
Hayward,Male,No,71,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),79.1,5564.85,No
Castro Valley,Male,Yes,28,Yes,DSL,No,No,One year,Electronic check,51,1381.8,No
Hercules,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),80.55,188.1,No
Lafayette,Male,No,17,Yes,DSL,No,No,Month-to-month,Mailed check,66.7,1077.05,No
Livermore,Male,No,56,Yes,Fiber optic,No,No,Month-to-month,Electronic check,86.4,4922.4,No
Castro Valley,Female,No,60,No,DSL,No,Yes,One year,Electronic check,50.05,2911.5,No
Martinez,Female,No,33,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.7,826.1,No
Fremont,Female,No,1,Yes,Fiber optic,No,No,Month-to-month,Mailed check,83.4,83.4,No
Napa,Male,No,63,Yes,Fiber optic,No,No,Two year,Credit card (automatic),84.65,5377.8,No
Newark,Female,No,55,Yes,DSL,No,Yes,Two year,Mailed check,64.75,3617.1,No
Oakley,Female,No,65,Yes,Fiber optic,Yes,No,One year,Bank transfer (automatic),100.15,6643.5,No
Pinole,Male,No,63,Yes,No,No internet service,No internet service,Two year,Mailed check,25.25,1559.3,No
Pittsburg,Female,Yes,70,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),113,7987.6,No
Pleasanton,Female,No,36,No,DSL,No,No,Two year,Credit card (automatic),40.65,1547.35,No
Port Costa,Male,No,22,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),94.95,2142.8,No
Rio Vista,Female,Yes,5,Yes,DSL,No,No,Month-to-month,Credit card (automatic),59.9,287.85,No
San Leandro,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.8,19.8,No
San Leandro,Male,No,56,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),81.8,4534.45,No
San Leandro,Female,No,2,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20,40.9,No
San Lorenzo,Male,No,35,Yes,DSL,No,No,Month-to-month,Electronic check,59.6,2094.9,No
San Ramon,Female,No,64,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25,1584.8,No
Suisun City,Female,No,15,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),84.35,1302.65,No
Union City,Male,No,1,Yes,DSL,No,Yes,Month-to-month,Mailed check,55.55,55.55,No
Pleasanton,Female,No,70,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),75.35,5437.75,No
Vallejo,Female,No,39,Yes,DSL,No,Yes,One year,Electronic check,59.3,2209.15,No
Vallejo,Female,No,29,Yes,DSL,No,Yes,Month-to-month,Electronic check,66.1,1912.15,No
Walnut Creek,Female,No,14,Yes,No,No internet service,No internet service,Two year,Mailed check,18.8,255.55,No
Walnut Creek,Female,No,61,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),86.45,5175.3,No
Walnut Creek,Male,No,13,Yes,DSL,No,No,Month-to-month,Credit card (automatic),52.1,670.65,No
Yountville,Female,No,66,No,DSL,No,No,Two year,Mailed check,47.4,3177.25,No
Oakland,Female,No,59,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),109.15,6557.75,No
Oakland,Male,No,62,Yes,Fiber optic,Yes,No,One year,Credit card (automatic),94.95,5791.85,No
Oakland,Male,Yes,33,Yes,Fiber optic,No,Yes,One year,Electronic check,93.55,3055.5,No
Oakland,Male,No,66,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),79.5,5196.1,No
Oakland,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),115.05,8405,No
Oakland,Female,No,51,Yes,Fiber optic,Yes,No,One year,Mailed check,95.15,5000.05,No
Oakland,Male,No,63,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.4,6713.2,No
Oakland,Male,No,27,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.1,562.6,No
Oakland,Female,Yes,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,91.45,No
Oakland,Male,No,42,Yes,No,No internet service,No internet service,Two year,Mailed check,20.7,828.85,No
Berkeley,Female,No,29,Yes,No,No internet service,No internet service,One year,Mailed check,20.35,617.35,No
Berkeley,Male,No,30,Yes,No,No internet service,No internet service,One year,Mailed check,19.7,625.05,No
Albany,Male,No,71,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),85.45,6029.9,No
Berkeley,Male,No,46,No,DSL,No,No,Two year,Credit card (automatic),40.4,1842.7,No
Berkeley,Male,No,69,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),105.2,7386.05,No
Richmond,Female,No,72,Yes,Fiber optic,Yes,No,Two year,Bank transfer (automatic),100.65,7334.05,No
Richmond,Male,No,28,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,91,2626.15,No
San Pablo,Female,Yes,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),116.75,8277.05,No
San Rafael,Female,No,7,Yes,DSL,No,Yes,One year,Electronic check,59.1,369.25,No
Greenbrae,Female,No,22,Yes,DSL,No,No,Month-to-month,Electronic check,49.8,1049.05,No
Belvedere Tiburon,Male,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.3,1414.8,No
Bodega,Male,No,8,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.65,169.75,No
Bodega Bay,Male,No,52,Yes,DSL,No,Yes,One year,Credit card (automatic),81.4,4354.45,No
Bolinas,Female,No,68,No,DSL,No,No,Two year,Mailed check,38.9,2719.2,No
Corte Madera,Female,No,71,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),87.95,6365.35,No
Rohnert Park,Male,No,2,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.85,51.6,No
Dillon Beach,Female,Yes,34,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,96.35,3190.25,No
Fairfax,Female,No,35,No,DSL,No,No,Month-to-month,Electronic check,24.15,812.5,No
Cotati,Female,No,61,Yes,No,No internet service,No internet service,One year,Credit card (automatic),19.1,1143.8,No
Forest Knolls,Male,No,1,Yes,DSL,No,No,Month-to-month,Electronic check,44,44,No
Lagunitas,Female,No,53,Yes,DSL,No,Yes,One year,Credit card (automatic),60.6,3297,No
Larkspur,Female,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25.65,1887,No
Nicasio,Male,Yes,41,No,DSL,Yes,Yes,Month-to-month,Electronic check,53.95,2215.4,No
Novato,Female,No,24,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.4,482.8,No
Olema,Male,No,8,No,DSL,No,No,Month-to-month,Mailed check,29.35,216.45,No
Penngrove,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.45,20.45,No
Petaluma,Female,No,54,Yes,Fiber optic,No,Yes,Two year,Bank transfer (automatic),95.1,5064.85,No
Petaluma,Male,No,41,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),25.25,996.45,No
Point Reyes Station,Female,No,19,Yes,DSL,No,No,Month-to-month,Mailed check,44.9,839.65,No
San Anselmo,Female,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),92.65,6733,No
San Geronimo,Male,No,62,No,DSL,No,No,Two year,Bank transfer (automatic),43.7,2618.3,No
San Quentin,Female,Yes,56,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),72.6,4084.35,No
Tomales,Male,No,32,Yes,No,No internet service,No internet service,Two year,Mailed check,18.95,613.95,No
Valley Ford,Male,No,21,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.5,402.85,No
Woodacre,Male,No,62,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.95,1244.8,No
Alviso,Female,No,2,No,DSL,No,No,Month-to-month,Electronic check,24.5,46.4,No
Aptos,Male,No,27,Yes,No,No internet service,No internet service,Two year,Mailed check,20.6,581.85,No
Ben Lomond,Female,No,25,No,DSL,Yes,Yes,One year,Electronic check,61.05,1540.2,No
Brookdale,Male,No,49,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),106.65,5168.1,No
Campbell,Female,No,63,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),108.25,6780.1,No
Capitola,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.4,94.5,No
Castroville,Female,No,1,Yes,DSL,Yes,No,Month-to-month,Mailed check,55.3,55.3,No
Cupertino,Male,No,11,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.25,208,No
Davenport,Male,Yes,52,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),72.95,3829.75,No
Felton,Female,Yes,60,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,89.45,5294.6,No
Freedom,Male,No,64,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),104.65,6889.8,No
Gilroy,Female,No,43,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),75.2,3254.35,No
Hollister,Female,No,61,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),101.15,6383.9,No
Los Gatos,Male,No,66,Yes,DSL,No,No,Two year,Bank transfer (automatic),68.75,4447.55,No
Milpitas,Male,No,67,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,111.05,7321.05,No
Morgan Hill,Female,No,42,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),99,4135,No
Mount Hermon,Female,No,31,Yes,No,No internet service,No internet service,Two year,Mailed check,21,697.7,No
Paicines,Male,No,7,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.4,168.65,No
San Martin,Male,No,34,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),77.2,2753.8,No
Santa Clara,Male,No,3,Yes,No,No internet service,No internet service,One year,Mailed check,19.45,69.25,No
Santa Clara,Female,No,19,No,DSL,No,No,Month-to-month,Mailed check,24.85,434.8,No
Santa Cruz,Male,No,3,No,DSL,No,No,Month-to-month,Mailed check,41.35,107.25,No
Santa Cruz,Male,No,46,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.6,851.2,No
Scotts Valley,Female,No,69,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),84.45,5848.6,No
Saratoga,Male,No,5,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.25,109.8,No
Soquel,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.65,19.65,No
Watsonville,Male,No,26,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.65,595.5,No
San Jose,Male,No,25,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),99.3,2513.5,No
San Jose,Male,No,64,Yes,Fiber optic,No,No,Month-to-month,Electronic check,81.05,5135.35,No
San Jose,Male,No,30,Yes,DSL,No,No,Month-to-month,Electronic check,67.6,2000.2,No
San Jose,Male,No,13,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.15,931.75,No
San Jose,Female,No,64,Yes,Fiber optic,Yes,Yes,One year,Electronic check,115,7396.15,No
San Jose,Female,No,46,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),84.8,3958.85,No
San Jose,Female,No,12,Yes,No,No internet service,No internet service,One year,Mailed check,19.7,260.9,No
San Jose,Female,No,13,Yes,DSL,No,Yes,Month-to-month,Mailed check,63.15,816.8,No
San Jose,Female,No,67,Yes,DSL,Yes,No,Two year,Credit card (automatic),74,4868.4,No
San Jose,Male,No,24,No,DSL,No,No,Month-to-month,Electronic check,29.1,688,No
San Jose,Male,No,6,Yes,DSL,No,No,Month-to-month,Mailed check,50.05,288.35,No
San Jose,Male,No,10,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,20,185.4,No
San Jose,Female,No,13,Yes,Fiber optic,No,No,One year,Mailed check,74.65,966.25,No
San Jose,Male,Yes,7,No,DSL,No,Yes,Month-to-month,Electronic check,44.4,265.8,No
San Jose,Male,No,38,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),85.4,3297,No
San Jose,Female,No,43,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,94.1,4107.3,No
San Jose,Female,No,25,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,108.9,2809.05,No
San Jose,Male,No,27,Yes,DSL,No,No,One year,Mailed check,56.2,1567.55,No
San Jose,Male,No,72,Yes,No,No internet service,No internet service,Two year,Mailed check,26.1,1851.45,No
Mount Hamilton,Male,No,71,Yes,Fiber optic,No,No,One year,Credit card (automatic),85.45,6028.95,No
San Jose,Female,No,24,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),88.95,2072.75,No
Stockton,Male,No,57,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),74.35,4317.35,No
Stockton,Female,No,15,Yes,DSL,No,No,Month-to-month,Electronic check,48.85,736.8,No
Stockton,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,80.1,336.15,No
Stockton,Female,No,28,Yes,DSL,No,No,Month-to-month,Electronic check,56.05,1522.65,No
Stockton,Female,No,55,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),89.8,4959.6,No
Stockton,Male,No,55,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.1,1001.5,No
Stockton,Female,No,20,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.35,442.6,No
Acampo,Female,No,62,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),106.05,6703.5,No
Arnold,Female,No,43,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.65,779.25,No
Burson,Female,No,60,Yes,DSL,No,No,Two year,Bank transfer (automatic),59.85,3483.45,No
Campo Seco,Male,No,58,Yes,DSL,Yes,Yes,Two year,Electronic check,86.1,4890.5,No
Clements,Male,No,7,Yes,No,No internet service,No internet service,One year,Mailed check,19.45,136.75,No
Copperopolis,Male,No,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,97.1,184.15,No
Farmington,Male,Yes,37,No,DSL,No,No,Month-to-month,Electronic check,36.65,1315,No
French Camp,Female,Yes,65,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),103.9,6767.1,No
Glencoe,Female,No,39,Yes,No,No internet service,No internet service,Two year,Mailed check,19.75,757.95,No
Linden,Male,No,68,Yes,No,No internet service,No internet service,Two year,Mailed check,24.55,1657.4,No
